lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf_1,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price
66,26851,4,6,1949,1989,70.69059962986887,98.98755190311219,18.959805646985554,220.07815323923543,338.02551078933317,764.7461154906744,259.9755541197112,10.343396112157155,3377.8272680209056,0,0,2,0,3,2,11,2,1947,1,591.7352980143753,152.0938256043421,22.353807776326523,37.574050245114634,12.169018166998999,8.286876842354761,52.34298558993371,675.2142073698541,8,2008,60,RH,Grvl,IR2,HLS,AllPub,Corner,Sev,NAmes,Feedr,TwnhsE,1.5Fin,Gable,HdBoard,MetalSd,Gd,Fa,CBlock,Gd,Gd,Gd,ALQ,ALQ,Grav,Gd,Y,FuseA,Gd,Min2,Gd,CarPort,RFn,Ex,TA,Y,WD,Normal,599064.62
135,19604,4,3,2001,2001,325.73281833795744,135.90801446653478,45.2547423871697,274.5637408005923,455.7264976542968,1080.290805933305,877.1691924612222,26.229845125146667,1707.6009047457007,1,0,3,0,3,1,12,1,1999,2,263.092849294717,206.86604254484007,56.994077359715135,43.05782304752635,53.93548458080981,10.51539804336542,41.82893722876735,170.32287239564215,1,2007,80,RM,Grvl,Reg,Bnk,NoSeWa,FR2,Gtl,Edwards,Artery,Duplex,1.5Fin,Hip,HdBoard,Plywood,Ex,TA,CBlock,TA,TA,Mn,BLQ,ALQ,GasA,Fa,N,SBrkr,Fa,Min1,Po,BuiltIn,RFn,Po,Po,Y,COD,Abnorml,492677.52
73,13049,9,8,1945,1989,75.99279329478371,139.92643385891319,194.77085457100728,62.17379349037748,396.87108192029797,893.2907428770746,496.7935544380038,30.01474613318916,2438.4611794699945,2,0,2,1,1,1,3,2,1996,0,490.2657638660878,254.12737132070214,55.99536441975989,32.057576879072656,16.48399065251712,13.89531686713432,42.72433246120043,131.82596801046168,9,2009,160,FV,Pave,IR2,HLS,NoSeWa,Inside,Gtl,OldTown,Feedr,1Fam,1Story,Gable,Wd Sdng,Plywood,Gd,Ex,PConc,Fa,TA,No,Unf,GLQ,GasW,TA,N,SBrkr,Gd,Maj1,TA,Detchd,RFn,Gd,Fa,Y,COD,Family,685978.46
94,19546,6,7,1972,1979,22.006579165559828,586.6333280392755,87.55248203270375,520.7328491118329,1194.9186591838122,400.0,32.715700367913165,78.57290327181914,500.0,2,0,1,0,2,2,5,1,1990,0,380.7620226021262,113.57779460927112,58.7736551544807,47.74092989885054,1.2260494795330306,29.128196673277248,29.77235261630272,96.63889507738189,7,2006,180,RH,Grvl,IR1,HLS,NoSeWa,FR2,Gtl,CollgCr,Artery,Duplex,2Story,Flat,MetalSd,MetalSd,Gd,Fa,Slab,Ex,Gd,Mn,ALQ,Unf,Grav,TA,N,FuseA,Fa,Typ,Fa,Detchd,Fin,Po,Fa,Y,ConLD,Abnorml,501287.13
92,10935,4,4,1920,1997,58.99998057742985,80.31710910899048,90.71817998713057,151.6731105922819,322.70839968840295,788.9360469526938,365.12372218422894,1.7446774716857405,2381.2408003600594,0,1,1,0,5,2,9,2,1971,3,814.373755718436,211.3529804656783,23.946536643064825,22.041386457844283,34.958553538427836,33.599736297472255,27.056146057253248,31.633513525363547,2,2009,50,FV,Pave,IR2,Lvl,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1.5Fin,Gable,MetalSd,VinylSd,TA,Gd,PConc,TA,Gd,Mn,Unf,GLQ,GasA,Gd,N,SBrkr,TA,Min2,Gd,Detchd,Fin,Ex,Ex,P,WD,Family,565122.92
124,11746,2,5,1915,1989,18.62853173867594,547.4246455997708,16.744273869768037,123.89541623157382,688.0643357011126,796.251887503186,415.49445879665683,3.1047503191918544,840.9155315597584,1,0,3,1,2,1,11,2,2000,0,275.4774214947606,171.51328520157776,221.98287953657578,49.98578046857709,42.114421752072325,20.487901973156166,47.50296621111299,14.700632735916964,3,2006,75,RL,Grvl,IR1,Bnk,AllPub,FR2,Gtl,Edwards,Norm,Duplex,2Story,Flat,Wd Sdng,VinylSd,Gd,Fa,PConc,TA,Gd,Mn,ALQ,BLQ,GasW,TA,N,FuseF,TA,Min1,Gd,Detchd,Fin,Po,Ex,N,ConLD,Normal,366826.85
83,19044,5,5,1981,1981,147.58179159595485,400.6309661880638,50.14760709912805,447.59734698640284,898.3759202735946,681.9677779497472,471.716554858441,46.41768069361281,1832.2006894549722,2,0,1,0,4,2,11,0,1979,1,641.1762925042,126.40549302469309,14.10335332440351,17.274725714210785,123.6505059003439,21.649871335715275,100.19030351601221,30.70644220414383,2,2009,60,RL,Grvl,Reg,Bnk,NoSeWa,Corner,Sev,NAmes,Feedr,Duplex,2Story,Flat,VinylSd,Plywood,Fa,Ex,CBlock,Ex,Ex,Gd,BLQ,GLQ,Grav,Gd,Y,FuseF,Gd,Min1,TA,CarPort,RFn,Po,Po,Y,WD,Abnorml,581530.08
68,17999,9,6,1907,1950,42.71409292480364,396.4483958468913,172.84362473202478,68.92989266606097,638.221913244977,773.3342326887819,251.44094955938624,51.34962321255006,646.4418571986947,0,1,2,0,4,1,4,2,1981,1,434.2265356459307,82.96965586055994,160.9496587484854,87.86984178646512,27.601503710226943,35.24544803078828,14.819769730925753,738.6722739385187,10,2007,20,RM,Grvl,IR1,HLS,NoSeWa,CulDSac,Mod,NAmes,Artery,1Fam,2Story,Hip,VinylSd,VinylSd,Fa,Gd,CBlock,Ex,TA,Gd,ALQ,Unf,Grav,Fa,Y,FuseF,Fa,Min2,Fa,Detchd,RFn,TA,Fa,Y,New,Normal,563318.71
42,18267,5,2,1949,1966,41.485589597900756,131.13592326635072,110.97213835422706,277.3198231290479,519.4278847496257,904.7647879397591,1359.3624329660684,46.61120653147437,2518.5232949554966,1,0,1,0,1,1,5,1,1947,1,775.7267779316737,6.528975286974087,63.725881885391054,34.04652820334313,15.043512083037728,8.31076828993588,65.2002674145038,12.787613223443811,5,2010,120,RL,Grvl,IR2,HLS,AllPub,FR2,Gtl,NAmes,Norm,TwnhsE,1.5Fin,Hip,MetalSd,VinylSd,TA,TA,PConc,Ex,Ex,No,BLQ,LwQ,GasA,TA,Y,FuseF,Ex,Min2,Po,Detchd,RFn,Gd,Po,N,COD,Partial,622291.77
76,12770,7,4,1935,1958,345.35003062270175,498.6882919445376,145.55746293082723,120.90882244867008,765.1545773240349,1433.1559754645923,106.15762400229546,46.12687164324638,2197.9488349211542,0,1,1,0,5,2,4,1,1966,2,372.13011737161855,366.68038422685413,28.314457466024027,118.5379287993262,35.47146644852205,44.11565043656832,5.8259942170785415,133.96300165137728,6,2008,20,FV,Pave,IR2,HLS,NoSeWa,FR2,Gtl,OldTown,Norm,Duplex,1Story,Flat,HdBoard,Wd Sdng,Ex,TA,PConc,Gd,TA,Av,LwQ,Rec,GasW,TA,Y,FuseF,Gd,Maj1,TA,Detchd,RFn,Ex,Gd,N,New,Normal,618575.68
122,13455,4,3,1901,1950,30.558289950321985,117.87853325046463,79.11909861221002,300.0717192195811,497.06935108225576,719.7453609294369,663.8137756515464,131.2355739955669,1818.328220670526,2,1,1,1,5,2,6,0,1905,3,256.5733740677391,93.76006366669688,197.89872811808294,86.62009528843399,5.237525682278744,0.2853161481624066,56.34205153117918,145.58331308136565,5,2006,30,RL,Grvl,IR1,Bnk,AllPub,CulDSac,Gtl,OldTown,Artery,1Fam,1.5Fin,Hip,Wd Sdng,Plywood,Fa,Gd,BrkTil,Fa,Ex,Mn,ALQ,ALQ,GasW,Fa,Y,SBrkr,Gd,Maj1,TA,Attchd,RFn,Po,TA,P,COD,Partial,508095.89
40,2285,8,6,1958,1966,25.286571255062903,754.0128237956272,174.35334920442628,355.0622830725985,1283.4284560726521,2273.0676480902516,310.1329474864752,70.6905884539009,2883.040097652496,1,0,2,0,4,2,9,0,1956,2,254.79295653652798,56.44381906606851,1.897819561454299,44.175106227795524,12.121046637831732,25.340862524926617,19.00916672931993,279.9989386870899,9,2010,160,RL,Pave,IR2,Lvl,NoSeWa,Inside,Gtl,Edwards,Norm,TwnhsE,1Story,Gable,Wd Sdng,VinylSd,TA,Gd,BrkTil,Gd,TA,Av,GLQ,Unf,GasW,Gd,Y,FuseA,Fa,Maj1,Ex,BuiltIn,Unf,Po,Fa,Y,WD,Abnorml,691639.58
129,18849,8,2,2007,2007,35.83356230662669,595.9867041471534,16.59648735366533,147.60313856534418,760.186330066163,562.7634155274368,290.90983548622853,2.2512583952494998,2332.0609508554094,2,0,3,1,1,2,6,0,2005,2,406.7984455147496,56.636212092326566,27.967673515478733,62.356458714603484,38.939549723817215,13.770194880063388,11.810474276407716,18.63824910224,6,2010,160,RH,Grvl,IR2,HLS,NoSeWa,Corner,Gtl,NAmes,Norm,Duplex,1Story,Hip,MetalSd,Plywood,Fa,Ex,PConc,Fa,Gd,No,Rec,GLQ,GasA,Ex,Y,FuseA,Gd,Maj1,Gd,Attchd,RFn,Po,Po,N,COD,Family,694387.38
94,18121,6,5,1907,1954,175.58882410026808,840.7381684036604,67.05890679958361,501.2377633592436,1409.0348385624877,2048.8276354170694,1237.5739074010005,19.34787542061956,630.6803613516865,1,0,1,1,5,1,10,0,1928,2,351.3747142547788,150.43505492655805,53.850227283912936,50.917470346621045,17.790207756141644,120.95371397507957,46.48385070550022,128.57954346229934,12,2007,75,RL,Grvl,IR1,Bnk,NoSeWa,FR2,Gtl,OldTown,Feedr,Duplex,1Story,Hip,HdBoard,MetalSd,Fa,Fa,CBlock,TA,Fa,Av,LwQ,BLQ,GasA,TA,N,SBrkr,Ex,Typ,Po,BuiltIn,Unf,Po,Ex,P,ConLD,Normal,527337.64
54,28190,8,7,1990,1990,134.0421179412239,298.09505735076016,125.65895809022712,220.36343535196787,644.1174507929551,1296.7074543398799,397.5666921201925,18.0559749574141,2835.63763652208,2,1,3,1,1,2,6,1,1988,1,268.2653026446737,24.44834321732653,31.93233168718003,9.384744750072883,1.90257926452309,18.7919679608446,114.97850709122031,53.644621878044575,4,2007,75,RL,Pave,IR2,Lvl,NoSeWa,FR2,Sev,CollgCr,Feedr,Duplex,1.5Fin,Hip,MetalSd,Plywood,Gd,TA,Slab,Ex,TA,No,ALQ,Unf,Grav,TA,N,SBrkr,TA,Maj1,Fa,CarPort,Unf,Gd,Ex,N,ConLD,Family,715515.0
70,16119,6,8,1959,1980,58.352583748848026,257.892053901307,10.028741937997331,689.3845891940767,957.3053850333811,455.79941147846233,666.6265471461775,23.541868417075897,2353.8722560298447,0,1,2,0,3,1,8,1,1986,1,412.8542165800772,238.6230178577768,59.360846870720394,42.5156309329912,16.343275882916554,29.26832536396026,9.480628166025939,211.61580305402825,12,2006,120,RM,Grvl,Reg,HLS,NoSeWa,Corner,Sev,Edwards,Artery,1Fam,1.5Fin,Hip,Wd Sdng,Plywood,Gd,Fa,Slab,Ex,TA,No,LwQ,BLQ,Grav,Gd,N,FuseF,TA,Maj1,Po,BuiltIn,Fin,Fa,Po,P,ConLD,Normal,554619.11
95,15093,5,4,1980,1980,53.89934463876231,210.38613102361805,0.8350028971607115,451.2337566367046,662.4548905574834,889.6647757930921,919.7998469848118,15.346708441126845,963.1826609671994,2,1,3,0,3,2,8,2,2004,3,34.45957198854316,112.31280912814502,100.37761133832933,40.50223194410715,25.16131301645516,19.85091830897754,6.841369378944731,41.026475928116724,8,2009,75,RH,Pave,Reg,Lvl,AllPub,CulDSac,Mod,Somerst,Norm,Duplex,2Story,Gable,Wd Sdng,VinylSd,Ex,TA,PConc,Fa,Fa,Gd,BLQ,LwQ,Grav,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,Po,TA,N,New,Abnorml,493406.52
71,3895,7,2,1910,1966,126.71215260129547,1112.733675896268,314.8323131879387,238.2724742471678,1665.8384633313747,2682.493333123096,514.8547103997682,5.48380642660097,1660.6557970743422,1,1,2,0,4,1,5,2,2009,1,310.3462639477659,45.66140127220408,18.30429517498122,31.797915475114916,17.03753533930922,6.371995448289458,34.50818437638574,819.4652175085417,8,2008,120,RL,Grvl,IR2,Bnk,AllPub,Corner,Gtl,NAmes,Feedr,Duplex,2Story,Gable,VinylSd,Plywood,Ex,Fa,PConc,TA,Gd,Mn,LwQ,GLQ,Grav,Gd,N,FuseA,TA,Maj1,Fa,BuiltIn,Unf,Fa,Gd,P,WD,Family,602354.86
50,7508,8,7,1996,1996,108.67307414573709,447.6063984731906,88.65727415199159,237.04300942411686,773.3066820492991,570.4244329858939,1249.462513629068,30.603366607128102,1216.9829094956374,1,1,3,1,1,1,3,2,1994,1,359.2803540687414,134.82489150045566,77.69059812397889,54.52189690840158,2.4200122287125194,6.00184589963589,12.525594268097455,221.5079259736828,10,2006,30,RM,Grvl,IR2,Lvl,NoSeWa,FR2,Gtl,OldTown,Feedr,TwnhsE,1.5Fin,Hip,Wd Sdng,Wd Sdng,Ex,Ex,BrkTil,Gd,TA,Mn,ALQ,Rec,Grav,Ex,N,FuseF,Gd,Min1,Ex,CarPort,Unf,Gd,Po,N,COD,Family,574626.05
106,11465,8,2,1901,1953,79.99735909413114,100.04573002675453,8.494299747788174,75.28243597184525,183.82246574638793,2726.7542310055414,140.40810809001633,83.22956877793753,4500.0,2,1,2,1,5,2,5,2,2002,0,92.6617524384943,160.69679629911974,107.71780886327637,43.441012979475666,0.24145275123814847,4.520041622797987,35.795679430298186,89.13383392830681,11,2009,180,RH,Grvl,IR2,HLS,NoSeWa,FR2,Mod,OldTown,Norm,Duplex,1Story,Flat,MetalSd,Plywood,TA,Gd,CBlock,Gd,Gd,Av,GLQ,Rec,Grav,Fa,Y,SBrkr,Ex,Min1,Fa,Detchd,Fin,TA,Gd,P,WD,Partial,773060.06
107,12561,3,2,2000,2000,137.39714077750133,696.9227515238396,86.61857609351993,447.2047946604396,1230.746122277799,1457.7541265139757,697.1859152677099,14.761099761556846,770.68607452228,0,1,3,0,3,2,10,1,1998,0,160.0601739667285,43.76678902311885,20.52689718305612,46.177448043513515,45.64801050542206,24.948850202165495,22.198121429435695,497.6897746037315,11,2007,20,RH,Pave,IR1,HLS,AllPub,FR2,Gtl,OldTown,Artery,Duplex,1.5Fin,Gable,MetalSd,Wd Sdng,Ex,Fa,BrkTil,TA,Ex,Gd,BLQ,Rec,GasA,Fa,Y,FuseF,Fa,Min1,Ex,BuiltIn,Fin,Gd,TA,P,ConLD,Family,399868.82
51,12155,7,8,1973,1977,33.56694881718209,250.38320547395048,19.3358489271827,136.8005581532065,406.5196125543397,1310.278598559856,1793.54078839435,36.90769920214004,1255.917490790666,2,0,1,1,2,1,10,2,1998,3,168.45789301415263,131.11159045670533,72.81076864903832,113.8574500597588,41.3362882018061,17.96550478834683,6.994932740093577,95.88232155641506,11,2007,120,RM,Grvl,IR1,Lvl,NoSeWa,FR2,Sev,CollgCr,Feedr,TwnhsE,2Story,Gable,HdBoard,Plywood,Fa,Ex,CBlock,Ex,Ex,Mn,GLQ,Rec,GasW,Fa,Y,FuseA,Ex,Min1,Po,Detchd,RFn,Fa,Po,P,COD,Abnorml,623368.33
68,13034,2,8,1937,1990,43.380677746905896,16.977210816175084,29.664195479010903,256.6215181871195,303.2629244823055,1406.7580573392436,654.0689188554793,24.331417232791797,1588.8304554349768,2,1,3,0,2,1,4,2,1996,0,338.1922055153281,62.85204893898492,55.570586729710115,37.81035763497795,10.625252603982933,2.040372017774351,15.106492046304737,94.7878777626483,5,2010,160,RL,Grvl,IR1,HLS,AllPub,CulDSac,Mod,OldTown,Artery,1Fam,1.5Fin,Flat,MetalSd,Wd Sdng,Ex,Fa,Slab,TA,Fa,Av,GLQ,Unf,GasA,TA,Y,FuseA,TA,Maj1,Po,Attchd,RFn,Po,Po,Y,New,Abnorml,417874.79
64,23529,6,6,1900,1998,142.6017719155354,156.82730363047094,200.00510539544635,685.4832935054062,1042.3157025313235,874.9428123359336,80.4887742546857,46.105133172706076,1781.6840674247505,1,1,1,1,4,2,6,2,2002,2,294.50240305618934,63.96821953572932,25.07909042037252,70.8909292847858,10.105889684563929,108.25120835967286,88.24688887667793,85.33215805416422,10,2009,20,RL,Pave,IR1,Lvl,NoSeWa,FR2,Gtl,Edwards,Artery,1Fam,1Story,Hip,MetalSd,MetalSd,TA,Fa,PConc,TA,TA,Mn,ALQ,LwQ,GasW,Fa,Y,SBrkr,Ex,Maj1,Fa,Attchd,Unf,Ex,Po,Y,New,Family,595436.56
105,5671,6,7,1967,1988,115.33587738520708,595.7168098704798,46.45133804220046,495.20400271980384,1137.3721506324841,588.2105729766037,715.5580137910805,21.939549832376855,1283.886463734383,1,1,1,1,1,2,11,0,1965,0,297.41498997982444,70.3682031539542,27.46895499915985,33.778307829475324,15.310241224231955,47.81308735127551,25.476821588788432,228.86795101401668,4,2006,50,RH,Grvl,Reg,HLS,AllPub,FR2,Mod,NAmes,Artery,TwnhsE,2Story,Gable,Wd Sdng,MetalSd,Fa,TA,BrkTil,TA,Fa,Av,Rec,Rec,Grav,TA,N,FuseF,Fa,Typ,TA,Attchd,RFn,TA,Fa,Y,WD,Normal,531711.66
113,11303,4,2,1909,1987,93.50867362532807,401.598903436393,46.0548871715461,104.43414184853799,552.0879324564771,1111.2180399095344,1397.3616809692878,12.09426853230136,1751.9241912028606,1,0,3,0,2,2,11,2,1983,3,93.93636798000136,2.89133854980754,27.779250050039785,115.56823243595372,47.77515023317696,29.865457383948414,32.96488969610491,83.46900292052919,6,2008,50,RM,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,1Fam,1Story,Hip,VinylSd,MetalSd,Ex,TA,Slab,Fa,Ex,No,GLQ,GLQ,Grav,Fa,N,FuseF,Ex,Maj1,Fa,Detchd,Unf,Gd,Fa,P,ConLD,Partial,464473.52
112,6560,9,2,1967,2007,337.2942550143528,459.248647961125,18.517069326978373,221.24236942064599,699.0080867087494,1339.5814030019196,369.1137892218465,15.83295908222334,2223.5589876472154,1,1,1,1,5,1,3,0,1965,1,678.0083486894849,194.7774270310332,42.24835129644196,60.271145414651514,25.454500569444228,0.788204230703381,11.831008850270756,68.96640718330961,2,2008,70,RH,Pave,Reg,Bnk,AllPub,Corner,Gtl,Somerst,Artery,1Fam,1.5Fin,Gable,VinylSd,VinylSd,Ex,Fa,BrkTil,Gd,Gd,Mn,GLQ,GLQ,GasW,Ex,Y,FuseF,TA,Min1,Ex,Attchd,Fin,Fa,Gd,N,New,Partial,707620.47
133,10618,9,4,1985,1985,159.47234637967128,692.3568831190532,57.406975311122615,275.01447168185086,1024.7783301120267,1498.413479780458,365.33847752418023,80.3649404738568,1029.8614993780361,1,0,1,0,5,2,10,0,1983,3,792.5884343373841,65.28941486218125,42.77057203903065,44.2562627285438,68.85105072702443,37.701753215762324,46.15897715445596,16.259782579814633,6,2006,30,RM,Pave,IR1,Bnk,AllPub,Corner,Mod,Somerst,Norm,Duplex,1Story,Flat,Wd Sdng,Plywood,Gd,Ex,PConc,Fa,Fa,Av,BLQ,GLQ,Grav,Gd,Y,FuseA,Fa,Maj1,Ex,CarPort,Unf,TA,Gd,Y,ConLD,Abnorml,621309.71
116,21167,2,2,1929,1998,59.85328082804421,53.53113282511237,93.95936776949712,534.8144006477778,682.3049012423874,1463.0137653959534,851.8577294000642,27.928068962263563,1285.2162680649049,1,1,3,1,2,1,10,2,1952,3,117.60192996938179,63.15243165868437,165.17122605590407,19.417353783626403,24.824511909018696,28.189187672804014,67.98448957350134,45.759186950289234,7,2006,75,RM,Pave,IR1,Bnk,AllPub,FR2,Mod,Edwards,Feedr,1Fam,1.5Fin,Gable,HdBoard,VinylSd,Fa,TA,Slab,TA,Fa,No,LwQ,Rec,GasA,Gd,N,FuseF,Fa,Min2,TA,Attchd,Unf,TA,Po,P,COD,Normal,383595.08
72,3309,3,8,1926,2007,46.89651346631551,158.45855074210144,46.395302541381255,484.5007966669295,689.3546499504122,1692.3749845935674,743.2396906884152,26.93208400287663,4252.159481816757,2,0,2,1,3,1,4,1,1924,2,283.2707357435255,215.27829332382183,82.1309110097205,117.54922750024593,8.204899658162793,57.0266230929824,38.91733224182285,296.1836278863049,11,2010,180,FV,Grvl,Reg,HLS,NoSeWa,FR2,Gtl,CollgCr,Feedr,TwnhsE,2Story,Hip,Wd Sdng,Wd Sdng,Gd,Fa,PConc,Ex,Fa,Gd,ALQ,Rec,Grav,Ex,Y,FuseF,Ex,Min2,Ex,Detchd,RFn,Gd,Fa,P,WD,Normal,647383.06
50,11505,3,2,1924,1984,119.41598006561962,303.1250994396609,377.7456170007652,324.7535574365926,1005.6242738770187,3337.81202244487,529.7229150676708,78.12010135726621,500.0,0,1,2,0,3,2,6,2,1922,3,292.69546498811684,120.60845078890688,84.01332129900034,82.01420901514176,11.134951512578038,10.797145710318757,24.110057712958003,54.64152955287035,1,2006,20,RH,Grvl,IR1,HLS,NoSeWa,Inside,Mod,OldTown,Norm,TwnhsE,1.5Fin,Gable,MetalSd,Plywood,Gd,Gd,Slab,Ex,TA,Gd,BLQ,BLQ,GasW,TA,Y,FuseF,TA,Typ,Gd,BuiltIn,Unf,TA,Gd,P,ConLD,Family,389155.87
101,2663,9,5,1924,2001,205.61133170320664,607.755454316019,25.0829331971964,304.1951472833518,937.0335347965672,1270.6422039472445,268.07025287869624,91.46675821952611,2873.4464223853156,0,1,1,0,2,1,3,2,1922,3,457.5426012882887,38.96975019518961,69.8925470992211,17.885916190988997,36.18167558040407,14.825441812313908,79.65625826488336,161.80471831220802,8,2008,160,FV,Grvl,IR1,HLS,AllPub,Corner,Mod,Somerst,Artery,TwnhsE,1Story,Flat,Wd Sdng,VinylSd,TA,Ex,BrkTil,Fa,Ex,Gd,Unf,LwQ,GasW,Gd,Y,FuseA,Gd,Min1,TA,Attchd,RFn,TA,Ex,N,WD,Partial,774318.03
131,28737,6,7,1912,1958,15.548752016473339,117.27368393558882,24.900507997152364,218.33260724493795,360.5067991776791,2203.977176059107,335.9373605387793,3.2596152180726836,2833.4416388423556,1,0,3,1,2,1,9,2,1924,2,254.28326024195303,107.61421826053429,74.57559887937448,6.270612560573838,83.1691069980453,32.74355294146619,34.25924961464641,5.751205991169502,11,2010,120,RL,Grvl,Reg,Bnk,AllPub,FR2,Mod,NAmes,Feedr,1Fam,1Story,Gable,VinylSd,Plywood,TA,Fa,Slab,Gd,Gd,Av,LwQ,Unf,Grav,Gd,N,SBrkr,Ex,Maj1,Gd,CarPort,RFn,Fa,Ex,Y,New,Partial,626816.35
137,22363,7,7,1927,2003,113.1184788478852,223.8160046369866,55.08840912386538,269.49175335413355,548.3961671149855,1531.6562166315337,201.02367296707789,58.63447956113554,608.7219757119072,2,0,1,0,1,1,11,0,1988,1,637.2928001914794,123.92465375233344,88.47311943691469,27.964771513111756,26.667576055176244,14.135967086814874,98.05071371714547,283.21558056440654,10,2007,70,RM,Grvl,IR2,HLS,AllPub,Inside,Gtl,Edwards,Norm,TwnhsE,1Story,Flat,HdBoard,Wd Sdng,Fa,TA,PConc,TA,TA,Gd,BLQ,ALQ,Grav,Gd,Y,FuseA,Fa,Min1,Gd,BuiltIn,Unf,Gd,TA,Y,WD,Family,488985.1
63,8820,8,3,1973,1984,69.731600583276,288.85396560139986,344.8201291194907,182.8768883081627,816.5509830290532,3500.0,70.23652763948934,29.371330085415302,4500.0,0,0,2,0,5,1,4,0,2006,3,151.05561945142045,73.65961849790189,21.79349308689223,13.65943967755851,55.20389850016708,37.205243229084985,59.69042506835997,969.6599203987029,6,2009,75,RL,Pave,Reg,Bnk,AllPub,CulDSac,Mod,Edwards,Norm,Duplex,1.5Fin,Flat,MetalSd,VinylSd,Ex,TA,PConc,Ex,Ex,No,GLQ,BLQ,Grav,TA,Y,FuseF,TA,Min2,Po,BuiltIn,Unf,Ex,Gd,Y,COD,Abnorml,769953.59
63,7549,8,5,1933,1963,105.6070401705076,151.83426800350998,147.54908190537986,377.5164641987312,676.8998141076211,1159.4734674499064,1155.0090605902053,91.77205447430363,1551.1897703297584,2,0,1,0,2,1,6,0,1994,3,540.8428968367267,299.48923688981927,57.64806834578884,30.948661601536998,32.520713788324244,6.107760014080981,23.417297878584584,26.2147119949285,5,2008,30,FV,Pave,IR1,Bnk,NoSeWa,FR2,Gtl,NAmes,Artery,Duplex,2Story,Hip,MetalSd,Plywood,Fa,Fa,Slab,Fa,Fa,Mn,Rec,GLQ,GasW,Ex,N,FuseF,Gd,Min1,Fa,CarPort,Fin,Ex,TA,Y,ConLD,Abnorml,637182.81
43,4769,2,5,1986,1986,23.42733864592294,286.3846576688481,44.7771660102064,315.08482578216694,646.2466494612214,1081.1200527299459,885.3842585076007,1.7681046460882088,3020.9518418387433,1,0,1,0,1,1,8,1,1984,1,448.34924291710064,70.92034182118674,28.61213914867171,67.38352668387316,29.505528114689454,22.92735553473878,3.548809128999813,38.603481421733754,8,2009,180,RH,Grvl,Reg,Lvl,AllPub,Corner,Sev,CollgCr,Feedr,TwnhsE,1.5Fin,Gable,Wd Sdng,Plywood,Fa,Ex,BrkTil,TA,TA,Av,Rec,LwQ,GasW,Ex,Y,SBrkr,TA,Typ,Po,CarPort,RFn,Po,Fa,P,COD,Partial,496214.92
54,15240,3,7,1990,1993,205.5100557324783,256.9188575198462,44.8159946890141,436.7300633738368,738.4649155826971,2123.2916087248536,822.8956019151492,34.13011628125838,1843.1469396298914,0,1,1,0,4,2,3,2,1997,1,129.97471889487767,85.44488097279039,127.96081677211026,81.58132427094952,90.97932846355967,11.020230771214251,61.261019834068,99.34702495659272,9,2007,20,RM,Pave,IR1,HLS,AllPub,Inside,Gtl,CollgCr,Artery,TwnhsE,1Story,Hip,HdBoard,Wd Sdng,Fa,Fa,BrkTil,Ex,Fa,Av,ALQ,GLQ,GasA,Fa,N,FuseF,Ex,Min1,Gd,BuiltIn,RFn,TA,TA,Y,COD,Normal,505061.99
95,23098,5,4,1984,1984,244.16282973591768,187.30416717554107,23.91754268154472,428.75052600292463,639.9722358600104,2124.8604725930963,811.7276479235943,48.48189917175116,500.0,1,1,1,0,1,2,5,0,1982,1,274.32178840055207,88.41899457918896,38.909773056027824,5.423059978827181,6.224669406400443,54.517991113444744,98.58207967839463,8.870183200729876,5,2007,30,RM,Pave,IR1,HLS,NoSeWa,CulDSac,Mod,OldTown,Norm,TwnhsE,2Story,Hip,MetalSd,VinylSd,Ex,Ex,BrkTil,Ex,Fa,Av,ALQ,LwQ,GasW,TA,Y,FuseF,Fa,Min2,Fa,CarPort,Unf,Po,Fa,P,New,Normal,412989.77
